Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,R,S,T,P,noise,prob_end,repetitions,turns,tournament,n_strategies,run
4,Tit For Tat,2.4136701388888895,0.5428133074935401,6.0,0.9751937984496124,0.33118540051679596,0.2116279069767442,0.2111111111111111,0.24607558139534877,0.9814776376019511,0.017501162696028066,0.9800234455695124,0.022361726372106944,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
5,Suspicious Tit For Tat,2.3629479166666667,0.521358204134367,9.0,0.020155038759689922,0.31206395348837207,0.20929425064599483,0.21385658914728684,0.2647852067183462,0.9816413951161286,0.0222314812860941,0.9787896775109315,0.01891571920817091,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
6,Tit For 2 Tats,2.29253125,0.7559754521963824,0.0,0.9844961240310077,0.5006944444444444,0.25528100775193796,0.0702438630490956,0.17378068475452194,0.9788811050916745,0.7235514171108357,0.977854722473429,0.2886488950539642,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
7,Win-Stay Lose-Shift,2.195618055555554,0.4981750645994832,6.0,0.9751937984496124,0.2398094315245478,0.2583656330749354,0.24668120155038759,0.2551437338501292,0.9823748755275333,0.02020129238199654,0.023369315825334823,0.9791257634713482,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
8,Meta Mixer: 14 players,2.064840277777777,0.47253714470284236,8.0,0.6821705426356589,0.21500322997416021,0.2575339147286822,0.22666343669250646,0.30079941860465115,0.5175503292172787,0.45741138047149016,0.5011756067760519,0.45228769443081535,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
9,Alternator,2.018295138888889,0.501421188630491,5.0,0.9720930232558139,0.2180797803617571,0.28334140826873383,0.22074450904392773,0.2778343023255814,0.021666002963521072,0.020606900222616093,0.9823444004006956,0.9828776536528029,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
10,Random: 0.5,2.0143159722222217,0.4996689276485788,6.0,0.4930232558139535,0.21778100775193796,0.28188791989664086,0.21952519379844962,0.2808058785529716,0.5093439679398394,0.4966031819223543,0.5005350397092775,0.5058422033019718,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
11,Cycler DC,2.0127361111111113,0.5000484496124031,6.0,0.020155038759689922,0.21645671834625324,0.2835917312661499,0.22188307493540052,0.2780684754521964,0.07818164996765022,0.07318767710801753,0.9296979554092932,0.927114854411689,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
12,Win-Shift Lose-Stay: D,1.8511215277777777,0.570704134366925,6.0,0.020155038759689922,0.20693636950904395,0.3637677648578811,0.2130329457364341,0.2162629198966408,0.02080005812476889,0.9802570988128055,0.980859087644136,0.02019606448383806,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
13,Bully,1.8010312499999985,0.5801275839793282,7.0,0.020155038759689922,0.20103359173126614,0.379093992248062,0.21294412144702843,0.20692829457364337,0.020961134153725303,0.9816141754550837,0.02446694807874469,0.9825399051399845,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
14,Anti Tit For Tat,1.7678298611111103,0.5899063307493541,6.0,0.9782945736434109,0.20355297157622734,0.38635335917312663,0.2051437338501292,0.2049499354005168,0.019076545230496164,0.9811824429130901,0.022004671522545104,0.980025550115991,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
15,Cooperator,1.5742395833333342,0.9797076873385013,0.0,0.9798449612403101,0.4602551679586563,0.5194525193798449,0.009770671834625324,0.010521640826873383,0.9800062418160277,0.9790846868273683,0.9702978558771023,0.9891543819231512,3.83,-0.47,4.79,0.92,0.02,0.06,43,192,noisy,16,5
0,"DoubleCrosser: (D, D)",2.7468330827067664,0.27213032581453633,14.0,0.9298245614035088,0.18454887218045118,0.0875814536340852,0.3106015037593985,0.4172681704260652,0.6095497927341362,0.41074369768745367,0.1987945665242039,0.09998740920319546,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
1,Evolved HMM 5,2.732517293233082,0.31778195488721805,13.5,0.9276315789473685,0.17432330827067669,0.14345864661654137,0.3208270676691729,0.36139097744360904,0.672617247905344,0.34424320580586926,0.1632586545825566,0.21764206250765938,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
2,Tit For 2 Tats,2.6442451127819573,0.6751503759398496,1.0,0.9144736842105263,0.41057644110275693,0.26457393483709274,0.1079072681704261,0.21694235588972427,0.9125226443138483,0.6419155280616969,0.9078480523884397,0.30898488376408373,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
3,Tit For Tat,2.6216406015037608,0.49664160401002505,9.0,0.9078947368421053,0.28142857142857153,0.21521303258145363,0.21154135338345864,0.2918170426065163,0.9131364215095594,0.08538928944275255,0.9100534834525384,0.09280923342773333,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
4,Soft Joss: 0.9,2.6212300751879707,0.5410526315789473,4.0,0.8925438596491229,0.3042606516290726,0.2367919799498747,0.19280701754385962,0.26614035087719295,0.9113018814695674,0.1743262678769786,0.9091279275738516,0.17011662483960455,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
5,Evolved FSM 16,2.6174225563909754,0.27610275689223057,14.0,0.8903508771929824,0.10817042606516289,0.1679323308270677,0.34196741854636586,0.3819298245614035,0.37603131745866997,0.3603535436408976,0.21818058929982895,0.23631102799977685,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
6,Grudger,2.5914631578947356,0.1125062656641604,18.0,0.9013157894736842,0.055451127819548876,0.057055137844611525,0.3722681704260652,0.5152255639097746,0.3539135467489473,0.08942119211207712,0.09740746866010082,0.08969382692686212,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
7,GTFT: 0.33,2.5896917293233095,0.6366791979949875,2.0,0.9057017543859649,0.34645363408521296,0.2902255639097745,0.14951127819548873,0.21380952380952384,0.9098899446513091,0.36450916705976116,0.9158959129454505,0.36107059464977487,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
8,Suspicious Tit For Tat,2.5654751879699256,0.47349624060150375,9.0,0.09210526315789473,0.25968671679197997,0.21380952380952384,0.2095112781954887,0.31699248120300755,0.914159901824194,0.0879796266027609,0.9091951158902273,0.09211186705594432,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
9,Meta Winner: 18 players,2.563326315789472,0.1055639097744361,17.5,0.9100877192982456,0.04690476190476191,0.058659147869674196,0.3682957393483709,0.526140350877193,0.19296215061587,0.15011920434969575,0.09790824751566825,0.09806114322897873,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
10,Defector,2.5565819548872164,0.08865914786967419,18.0,0.08552631578947369,0.037167919799498746,0.05149122807017545,0.3760902255639098,0.535250626566416,0.08524915312887624,0.09379560666088733,0.0901316804286325,0.08774112491350831,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
11,Win-Stay Lose-Shift,2.513458646616541,0.4984586466165414,8.0,0.9166666666666666,0.22172932330827066,0.27672932330827066,0.2279448621553885,0.2735964912280701,0.9106106089468313,0.08678870794460032,0.08895728400160142,0.9141432947146718,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
12,Meta Mixer: 18 players,2.465303759398496,0.44259398496240604,11.5,0.6513157894736842,0.1944486215538847,0.2481453634085213,0.23457393483709274,0.3228320802005013,0.5111046566978197,0.396700583539081,0.5010360660269279,0.39885796853079925,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
13,Cycler DC,2.4452932330827064,0.497531328320802,8.0,0.08114035087719298,0.19834586466165413,0.2991854636591479,0.2271177944862155,0.27535087719298246,0.19171713468569931,0.17654513934141527,0.8343969419587179,0.7963263183825007,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
14,Alternator,2.437706766917293,0.5006390977443609,8.0,0.918859649122807,0.196390977443609,0.3042481203007519,0.22813283208020046,0.27122807017543865,0.09153888869181753,0.08874384306742916,0.9029096358934637,0.9122399813958314,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
15,Random: 0.5,2.434342857142857,0.49988721804511277,9.0,0.48026315789473684,0.2110902255639098,0.28879699248120305,0.21304511278195493,0.28706766917293236,0.49723744412595505,0.4919903058168123,0.5082640798918578,0.5024324165155406,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
16,Win-Shift Lose-Stay: D,2.407529323308271,0.5224310776942356,7.0,0.08333333333333333,0.2040100250626566,0.31842105263157894,0.21283208020050126,0.26473684210526316,0.08961900235152015,0.9071409015494568,0.9107439121582918,0.0849387856554114,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
17,Cooperator,2.378700751879701,0.9095488721804511,0.0,0.9122807017543859,0.422218045112782,0.4873308270676692,0.04291979949874688,0.047531328320802015,0.9104989909678484,0.9083119653877599,0.9134032181530265,0.9083602549097369,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
18,Bully,2.365052631578947,0.5731578947368421,8.0,0.08771929824561403,0.20330827067669174,0.3698496240601504,0.20253132832080198,0.22431077694235588,0.08613168648625502,0.9088484811864622,0.08886426465597434,0.9100265264193863,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
19,Anti Tit For Tat,2.3579022556390976,0.577907268170426,7.0,0.9100877192982456,0.2067543859649123,0.3711528822055138,0.20022556390977445,0.2218671679197995,0.08959174005741616,0.9075396718742312,0.09146871344417262,0.9087952922000379,3.99,0.94,4.76,1.06,0.09,0.0,24,175,noisy,20,6
0,Evolved HMM 5,3.1862587904360073,0.37384468555354633,7.0,0.9623015873015873,0.28222322684348006,0.0916214587100663,0.3965742415109504,0.22958107293550334,0.7416417252957888,0.3983595187131805,0.12071019959864164,0.17397814118448757,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
1,"DoubleCrosser: (D, D)",3.1759634317862178,0.404887482419128,6.0,0.9761904761904762,0.3398633715089412,0.06502411091018685,0.35031143258991354,0.2448010849909584,0.7346549532890011,0.6949466304837717,0.21116727595557766,0.03927192874734402,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
2,Evolved FSM 16,2.8967932489451487,0.40109503717098655,6.0,0.9642857142857143,0.2422644163150492,0.1588306208559373,0.3872814948764316,0.21162346795258188,0.5711351672501744,0.39874205380801986,0.3476353663558749,0.3693936838316041,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
3,Meta Winner: 9 players,2.5230801687763726,0.15639441430580672,7.0,0.9682539682539683,0.07491963029937714,0.08147478400642959,0.36116134217400037,0.48244424352019283,0.37313871493676776,0.5099983619248951,0.1266406005156232,0.10863530282839001,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
4,Tit For Tat,2.481533052039383,0.6009644364074744,4.0,0.9761904761904762,0.4320876029736789,0.16887683343379548,0.16857544705645972,0.23046011653606588,0.9690140117968148,0.02846345332299419,0.9733773422364062,0.02857316912711263,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
5,Tit For 2 Tats,2.1556821378340376,0.7567811934900542,0.0,0.9623015873015873,0.5045710267229255,0.25221016676712876,0.08865782599959816,0.15456098051034758,0.9681934232208774,0.7010482784286757,0.9754089339960377,0.19442746487137286,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
6,Win-Shift Lose-Stay: D,1.6802250351617452,0.5352370906168374,4.0,0.03373015873015873,0.19700622865179826,0.3382308619650392,0.20685151697809925,0.25791139240506333,0.03016642802749897,0.970395119370046,0.9653750192534277,0.03418653817527547,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
7,Random: 0.5,1.647637130801689,0.5017580872011251,3.0,0.501984126984127,0.18655816757082577,0.3151999196302994,0.1891450673096243,0.30909684548925054,0.503006399857427,0.5016566709877455,0.48832133687212337,0.5060374020819535,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
8,Bully,1.128565400843883,0.6502159935704239,3.0,0.025793650793650792,0.1499146071930882,0.5003013863773357,0.18150994575045207,0.16827406067912395,0.03535488502980684,0.9710561039548976,0.031728312658646146,0.9716153225825084,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
9,Anti Tit For Tat,1.0040084388185664,0.6750552541691782,3.0,0.9682539682539683,0.15493771348201726,0.520117540687161,0.1618193690978501,0.16312537673297167,0.02827641285400175,0.9693164405609451,0.03524260585993452,0.9678716259394847,3.56,-1.0,5.08,1.06,0.03,0.0,56,79,noisy,10,7
0,Grudger,2.425089928057551,0.13323935446237606,8.0,0.8783783783783784,0.08171300797200078,0.05152634649037526,0.402075636787867,0.46468500874975693,0.5222094788236363,0.080325177018225,0.10720682725770686,0.08479802138846096,2.95,-0.47,4.26,1.1,0.09,0.04,37,139,noisy,9,8
1,"DoubleCrosser: (D, D)",2.3849820143884854,0.3197307019249465,6.0,0.9087837837837838,0.23237896169550842,0.08735174022943806,0.31382461598288935,0.3664446820921642,0.6999789799392016,0.4662679779006451,0.2173180526949708,0.1121353063652743,2.95,-0.47,4.26,1.1,0.09,0.04,37,139,noisy,9,8
