Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,R,S,T,P,noise,prob_end,repetitions,turns,tournament,n_strategies,run
5,Soft Joss: 0.9,2.957078947368423,0.6125730994152047,2.0,0.9583333333333334,0.4036549707602339,0.2089181286549708,0.1672880116959064,0.2201388888888888,0.970181204008464,0.1259397749114504,0.9684768555040076,0.1259547462368456,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
6,"ZD-Extort-2: 0.1111111111111111, 0.5",2.95445614035088,0.4679093567251462,8.0,0.975,0.2975511695906432,0.1703581871345029,0.185343567251462,0.3467470760233918,0.926466957018613,0.7707751324684861,0.2385323421211629,0.0322018540473495,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
7,Win-Stay Lose-Shift,2.9275350877193,0.5256944444444445,7.0,0.9805555555555556,0.2859283625730994,0.239766081871345,0.2406067251461988,0.2336988304093567,0.9656724836656516,0.0294917982523466,0.0353307536402371,0.9730026215994552,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
8,GTFT: 0.33,2.898070175438598,0.7097953216374269,1.5,0.9611111111111112,0.4577485380116959,0.2520467836257309,0.1263888888888888,0.1638157894736842,0.9743138007577729,0.3367642921917229,0.970094418323502,0.3262203605306636,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
9,Meta Mixer: 14 players,2.8516140350877217,0.470906432748538,7.0,0.6722222222222223,0.2233918128654971,0.2475146198830409,0.2252923976608187,0.3038011695906432,0.5549044339197228,0.3955749580615923,0.5403938042593981,0.4107924404053991,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
10,Random: 0.5,2.7896403508771943,0.5053362573099415,6.0,0.4833333333333333,0.2234283625730994,0.2819078947368421,0.2150584795321637,0.2796052631578947,0.509445233399996,0.5068647474963701,0.5061373441705035,0.4925526062274669,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
11,Alternator,2.758078947368422,0.5028143274853801,7.0,0.9666666666666668,0.1845760233918129,0.3182383040935672,0.2451023391812866,0.2520833333333334,0.0348758828053557,0.0339001697753948,0.9657814018190344,0.9627436882879986,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
12,Cycler DC,2.7497543859649136,0.5004020467836258,6.0,0.0277777777777777,0.1815058479532163,0.3188961988304093,0.2441520467836257,0.2554459064327485,0.0950860675135381,0.077582568628668,0.9279539550763718,0.8816539896040092,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
13,Win-Shift Lose-Stay: D,2.7124824561403527,0.5448099415204678,7.0,0.0333333333333333,0.2017178362573099,0.3430921052631578,0.212938596491228,0.242251461988304,0.0350227048800714,0.9668275359684358,0.9701648686708364,0.0289935294415772,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
14,Bully,2.673473684210528,0.5677631578947369,7.0,0.0222222222222222,0.1963815789473684,0.3713815789473684,0.2247807017543859,0.2074561403508772,0.0337121412872413,0.971577920679258,0.0299277855741893,0.9727886270407656,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
